text,verb,explanation,madarian,romen,ro_correct,hanzi,han_correct,page,description,toggle
guère,adv,Cela ne se dit -,这一点几乎没有人说,di’ kiu’ wo’ véh da’ wo’ ke,,第句話勿大話个,,291,,TRUE
guère,adv,Il n'en reste -,几乎没有剩下的,zeng’ ’h‘ao lai ’ke’ véh tou ’tié,zeng’ ’hao lai ke’ véh tou ’tié,剩下來个勿多点,,291,,TRUE
guère,adv,Il n'en reste -,几乎没有剩下的,zeng’ teh véh tou,,剩得勿多,,291,,TRUE
guéri,pp,,痊愈的，恢复健康的,bing’ ’h‘ao ’la ’tsé,,病好拉者,,291,,TRUE
guérir,va,,治愈，使痊愈,k‘eu’ ’h‘ao,,看好,,291,,TRUE
guérir,va,,治愈，使痊愈,i ’h‘ao,,醫好,,291,,TRUE
guérir,vr,Se -,痊愈，恢复健康，康复,bing’ ’h‘ao,,病好,,291,,TRUE
guérir,vr,Se -,痊愈，恢复健康，康复,’yang bing’,,養病,,291,,TRUE
guérite,sf,,岗亭；哨所,ping bang,,兵棚,,291,,TRUE
guérite,sf,- de veilleur,守夜岗亭；守夜哨所,kang bang,,更棚,,291,,TRUE
guerre,sf,Ètre en -,战争,’tang tsang’,,打仗,,291,,TRUE
guerre,sf,Déclarer la -,宣战,fèh tsé’ su,,發戰書,,291,,TRUE
guerre,sf,Ministère de la -,军部,ping bou’,,兵部,,291,,TRUE
guerre,sf,Le dieu de la - : Koanyu,战神：关羽,Koè ’Yu,,關羽,,291,大寫,TRUE
guerre,sf,Le dieu de la - : Koanyu,战神：关羽,Koè Yun-tsang,Koè Yun-zang,關雲長,,291,待定,TRUE
guerre,sf,Le dieu de la - : Koanyu,战神：关羽,Koè ti’,,關帝,,291,,TRUE
guet,sm,"(Faire le) ,, la nuit",夜间巡逻；夜间警戒,baong zeh ,,防賊,,291,(Faire le) 是和词头在一起,TRUE
guet,sm,"(Faire le) ,, la nuit",夜间巡逻；夜间警戒,k‘eu ya’,,看夜,,291,,TRUE
guet,sm,"(Faire le) ,, la nuit",夜间巡逻；夜间警戒,tang kang,,當更,,291,,TRUE
guet-apens,sm,,埋伏，伏击,ma woh ping,,埋伏兵,,291,,TRUE
guetter,va,Épier,窥伺，守候,t‘eû k‘eu’,,偷看,,291,,TRUE
guetter,va,Épier,窥伺，守候,heû’,,候,,291,,TRUE
gueule,sf,,嘴，口,’tse,,嘴,,291,,TRUE
gueule,sf,,嘴，口,’k‘eû [ih tsah],,口[一隻],,291,,TRUE
gueule,sf,Porter dans la -,用嘴衔,hè,,銜,,291,原作“㘅”,TRUE
gueule,sf,- de cruche,罐口，壶口,koé ’tse ’k‘eû,koé’ ’tse ’k‘eû,罐子口,,291,,TRUE
gueux,sm,,贫穷的人，讨饭的人，叫花子,ghiong ’kiu,,窮鬼,,291,,TRUE
gueux,sm,,贫穷的人，讨饭的人，叫花子,kao’ h‘ouo’ ’tse,,教化子,,291,,TRUE
gueuse,sf,,铁块；铁锭,t‘ih tsé,,鐵磚,,292,,TRUE
guide,sm,,导游,’ling deû ke’,,領頭个,,292,,TRUE
guide,sm,,导游,’ling lou’ ke’,,領路个,,292,,TRUE
guider,va,,带路，引路，带领；做向导,’yen dao’,,引導,,292,,TRUE
guider,va,,带路，引路，带领；做向导,’ling lou’,,領路,,292,,TRUE
guigner,vn,de l'œil,瞟，睨视,t‘eû k‘eu’,,偷看,,292,,TRUE
guigner,vn,de l'œil,瞟，睨视,zia k‘eu’,,斜看,,292,,TRUE
guindé,pp,,不自然的，故作高傲的；拘谨的,véh ze’ zé ke’,,勿自然个,,292,,TRUE
guirlande,sf,de fleurs,花环，花冠，花圈,ih ts‘é’ h‘ouo,,一串花,,292,,TRUE
guirlande,sf,de fleurs,花环，花冠，花圈,h‘ouo pah tse zeng,,花柏枝繩,,292,,TRUE
guise,sf,,方式，方法,se i’,,私意,,292,,TRUE
guise,sf,À votre -,随你的便,zu bié’ nong’,,隨便儂,,292,,TRUE
guise,sf,Faites-en à votre -,按照你的方式做,nong’ yao’ nāng ze’ nāng,nong’ yao’ ’na neng ze’ ’na neng,儂要那能是那能,,292,待定,TRUE
guise,sf,À sa -,自由行动，随意行事；自由行动，随意行事,t‘ing ghi ze’ zé,,聽其自然,,292,,TRUE
guise,sf,En - de,作为,taong ,,當,,292,,TRUE
guitare,sf,,六弦琴，吉他,ghien [ih tsah],,琴[一隻],,292,,TRUE
guitare,sf,En jouer,弹吉他,dè ghieu,,彈琴,,292,,TRUE
guttural,adj,(Son),喉音,heû yen,,喉音,,292,,TRUE
gymnastique,sf,militaire,军事体操,’wou gni’,,武藝,,292,,TRUE
gymnastique,sf,militaire,军事体操,ma’ ghieu,,賣拳,,292,,TRUE
gymnastique,sf,Faire de la -,做体操；练体操,’t‘i ts‘ao,,體操,,292,,TRUE
gymnastique,sf,Faire de la -,做体操；练体操,ts‘ao lié’ ’wou gni’,,操練武藝,,292,,TRUE
gypse,sm,,石膏,zah kao,,石膏,,292,,TRUE
gypse,sm,,石膏,’t‘ou wè,,土礬,,292,,TRUE
*Ha!,interj,,啊!哎!,ai’ ya!,,噯呀,,292,,TRUE
habile,adj,- à,善于，擅长于,hia tsa,,[亻解][亻廌],？,292,待定,TRUE
habile,adj,- à,善于，擅长于,tsing kong,,精工,,292,,TRUE
habile,adj,- à,善于，擅长于,zé’ yu,,善於,,292,,TRUE
habile,adj,- à,善于，擅长于,teh fèh,,得法,,292,,TRUE
habile,adj,- à,善于，擅长于,neng tseng koè’ tsé’,,能征慣戰,,292,,TRUE
habile,adj,- dans,擅长,’yeû zai zing,,有才情,,292,,TRUE
habile,adj,- dans,擅长,’yeû ’pen ze’,,有本事,,292,,TRUE
habile,adj,- dans,擅长,’yeû neng keu’,,有能幹,,292,,TRUE
habile,adj,- dans,擅长,neng gnen,,能人,,292,,TRUE
habile,adj,- dans,擅长,ghia gnen,,强人,,292,,TRUE
habile,adj,- dans,擅长,dao’ di’ gnen,,道地人,,292,待定,TRUE
habile,adj,- dans,擅长,’yeû kieng wei’ ke’ gnen,,有經緯个人,,292,,TRUE
habile,adj,- dans un métier,熟悉自己本行，对自己的手艺很熟练,’k‘iao ’seû,,巧手,,292,,TRUE
habile,adj,- dans un métier,熟悉自己本行，对自己的手艺很熟练,zôh ’seû,,熟手,,292,,TRUE
habile,adj,- dans un métier,熟悉自己本行，对自己的手艺很熟练,zai’ hang,,在行,,292,,TRUE
habileté,sf,Capacité,能干，灵巧，熟练；灵巧的动作，技巧,hia tsa,,[亻解][亻廌],,292,,TRUE
habileté,sf,Capacité,能干，灵巧，熟练；灵巧的动作，技巧,teh fèh,,得法,,292,,TRUE
habileté,sf,Capacité,能干，灵巧，熟练；灵巧的动作，技巧,zai zing,,才情,,292,,TRUE
habileté,sf,Capacité,能干，灵巧，熟练；灵巧的动作，技巧,’seû deu’,,手段,,292,,TRUE
habileté,sf,Capacité,能干，灵巧，熟练；灵巧的动作，技巧,neng keu’,,能幹,,292,,TRUE
habileté,sf,Capacité,能干，灵巧，熟练；灵巧的动作，技巧,’pen ze’,,本事,,292,,TRUE
habileté,sf,Capacité,能干，灵巧，熟练；灵巧的动作，技巧,zai keu’,,才幹,,292,,TRUE
habillement,sm,,服装，衣着,i zaong,,衣裳,,292,,TRUE
habillement,sm,Un - complet,一套衣服,ih t‘ao’ i zaong,,一套衣裳,,292,,TRUE
habillement,sm,Un - complet,一套衣服,i mao’ tseû zié,,衣帽周全,,292,,TRUE
habiller,va,un enfant,给小孩穿衣服,t‘i’ ’siao ’neu tsah i zaong,,替小囝着衣裳,,292,,TRUE
habiller,va,- des pauvres,给穷人衣服,péh i zaong ’la ghiong gnen,,撥衣裳拉窮人,,292,,TRUE
habiller,va,Cet habit m'habille bien,这件衣服我穿得很合适,’ngou di’ ghié’ i zaong tei’ sen ke’,,我第件衣裳對身个,,292,,TRUE
habiller,vr,S' -,穿衣；穿着，打扮,"tsah (ts‘é,p‘i) i zaong",,着（穿，披）衣裳,,292,,TRUE
habiller,vr,S' -,穿衣；穿着，打扮,’tang pè’,,打扮,,292,,TRUE
habit,sm,,衣服,i zaong,,衣裳,,292,,TRUE
habit,sm,,衣服,i sè [ih ghié’],,衣衫[一件],,292,,TRUE
habit,sm,- d'hiver,冬装,heu i ,,寒衣,,292,,TRUE
habit,sm,- d'été,夏装,hao’ i ,,夏衣,,292,,TRUE
habit,sm,- de cérémonie,礼服,’li woh ,,禮服,,293,,TRUE
habit,sm,Sans - de cérémonie,没有穿礼服,véh ta’ i mao’ (hiou mao’),,勿戴衣帽（靴帽）,,293,,TRUE
habit,sm,"Venez sans ,, ,,",便装而来,bié’ woh siang wei’,,便服相會,,293,,TRUE
habit,sm,- mandarinal,官服，补服,’pou woh,,補服,,293,,TRUE
habitable,adj,,可居住的，适于居住的,zu’ teh ke’,,住得个,,293,,TRUE
habitable,adj,,可居住的，适于居住的,h‘ao zu’ ke’,,好住个,,293,,TRUE
habitant,sm,,居民，人口,zu’ ’la ke’ gnen,,住拉个人,,293,,TRUE
habitant,sm,,居民，人口,kiu min,,居民,,293,,TRUE
habitant,sm,Indigène,原住民，本地人,’pen di’ gnen,,本地人,,293,,TRUE
habitation,sf,,住房，住所，住宅,zu’ zah,,住宅,,293,,TRUE
habitation,sf,,住房，住所，住宅,zu’ ts‘u’,,住處,,293,,TRUE
habité,pp,,有居民的，有人住的,’yeû gnen zu’,,有人住,,293,,TRUE
habiter,va. et vn.,,居住在，定居在,zu’,,住,,293,,TRUE
habiter,va. et vn.,,居住在，定居在,zu’ ’la,,住拉,,293,,TRUE
habiter,va. et vn.,,居住在，定居在,teng ’la,,登拉,,293,,TRUE
habiter,va. et vn.,,居住在，定居在,tè koh,,耽擱,,293,,TRUE
habiter,va. et vn.,Où habitez-vous? (Pol.),你住在哪里,’fou laong’ ’la sa’ ’wou ’daong?,,府上拉啥户蕩,,293,,TRUE
habitude,sf,,习惯，习俗，惯例,zih koè’,,習慣,,293,,TRUE
habitude,sf,L' - devient une seconde nature,习惯成自然,zih koè’ zen ze’ zé,zih koè’ zeng ze’ zé,習慣成自然,,293,待定,TRUE
habitué,adj,,习惯于…的,zih koè’ ke’,,習慣个,,293,,TRUE
habitué,adj,,习惯于…的,koè’ ’la ke’,,慣拉个,,293,,TRUE
habituel Habituellement,adj. adv.,,习惯的，习惯性的，惯用的,tsou’ koè’,,做慣,,293,两个词,TRUE
habituel Habituellement,adj. adv.,,习惯的，习惯性的，惯用的,koè’ zang,,慣常,,293,,TRUE
habituel Habituellement,adj. adv.,,习惯的，习惯性的，惯用的,koè’ koè’ zang zang,,慣慣常常,,293,,TRUE
habituer,va,qqn,使习惯于，使养成…的习惯,long’ i lai zih koè’,,弄伊來習慣,,293,,TRUE
habituer,vr,S' -,习惯于，养成…的习惯,zih koè’,,習慣,,293,,TRUE
habituer,vr,Ne pouvoir s' - à ...,不习惯于,... véh koè’,,…勿慣,,293,,TRUE
*Hâbleur,sm,C'est un -,吹牛的人，说大话的人，夸口的人,zè’ t‘ou’ k‘ah gnen,,湛唾客人,饞唾客人,293,待定,TRUE
*Hâbleur,sm,C'est un -,吹牛的人，说大话的人，夸口的人,seh wo’ k‘ah gnen,,説話客人,,293,,TRUE
*Hache,sf,,斧头，斧子,’fou deû [ih ’pouo],,斧頭[一把],,293,,TRUE
*Hache-paille,sm,,铡刀，切草刀,liao’ tao,,料刀,,293,,TRUE
*Hache-paille,sm,,铡刀，切草刀,zèh ts‘ao’ tao,,㔍草刀,鍘草刀,293,,TRUE
*Hacher,va,,切细，切碎，剁碎,ts‘ih sé’,,切碎,,293,,TRUE
*Hacher,va,,切细，切碎，剁碎,’tsè sé’,,斬碎,,293,,TRUE
*Hacher,va,- à la hache,用斧头斩,’tsè,,斬,,293,,TRUE
*Hacher,va,- menu,切成细块；切碎,’tsè lai sih’ sih’ sé’,’tsè lai sih sih sé’,斬來屑屑碎,,293,印刷錯誤,TRUE
*Hachis,sm,,剁碎的肉,ling sé’ gnôh,,零碎肉,,293,,TRUE
*Hachis,sm,,剁碎的肉,ts‘ih gnôh,,切肉,,293,,TRUE
*Hachoir,pʳ.,la viande,剁肉刀,’tsè gnôh tao,,斬肉刀,,293,这里比较奇怪,TRUE
*Hachoir,sm,- pour les légumes,菜刀,ts‘ih ts‘ai’ tao,,切菜刀,,293,,TRUE
*Haie,sf,,树篱，篱笆,li pouo,,籬笆,,293,,TRUE
*Haie,sf,,树篱，篱笆,pouo k‘ieu,,笆圈,,293,,TRUE
*Haillon,sm,,破衣服,p‘ou’ pou’ deû,,破布頭,,293,,TRUE
*Haillon,sm,En -s,衣衫褴褛的,tsah ghieû’ pou’ ke’,,著舊布个,,293,,TRUE
*Hainan,sm,L'île de -,海南岛,’h‘ai né,,海南,,293,,TRUE
*Haine,sf,,恨，仇恨，憎恨，怨恨,hen’,,恨,,293,,TRUE
*Haine,sf,Satisfaire sa -,解恨,’ka hen’,,解恨,,293,,TRUE
*Haineux,adj,(Ètre),怀恨的，记恨的,’hi hoé ’nao hen’ biéh gnen,’hi h‘oé ’nao hen’ biéh gnen,喜歡惱恨别人,,293,,TRUE
*Haïr,va,,恨，仇恨，憎恨，怨恨,hen’ dôh,,恨毒,,293,,TRUE
*Haïr,va,,恨，仇恨，憎恨，怨恨,zeû hen’,,仇恨,,293,,TRUE
*Haïr,va,,恨，仇恨，憎恨，怨恨,’nao (yeu’) hen’,,惱（怨）恨,,293,,TRUE
*Haïr,va,,恨，仇恨，憎恨，怨恨,dôh t‘eû’,,毒透,,293,,TRUE
*Haïr,va,- qqch. : - l'étude,讨厌-学习,"dôh su yé’ k‘i’ (’t‘ao yé’,’za yé’)",,讀書厭氣（討厭，惹厭）,,293,,TRUE
*Haïssable,adj,,可恨的，激起仇恨的,’k‘o hen’ ke’,,可恨个,,293,,TRUE
*Haïssable,adj,,可恨的，激起仇恨的,’k‘o ou’ ke’,,可惡个,,293,,TRUE
*Hâlé,adj,(Teint),晒黑的，晒成褐色的，吹成褐色的（面色）,mié’ seh souo’ h‘eh ’tsé,,面色晒黑者,,293,保留簡體,TRUE
Haleine,sf,,（呼出的）气，气息,’k‘eû k‘i’,,口氣,,294,,TRUE
Haleine,sf,Boire d' une -,一口气喝下去,ih ’k‘eû k‘i’ héh,ih ’k‘eû k‘i’ h‘éh,一口氣嗑,一口氣喝,294,待定,TRUE
Haleine,sf,Une - de vent,一阵风,ih ’tié fong sih,,一點風屑,,294,风屑是风？,TRUE
Haleine,sf,Perdre -,上气不接下气，气喘吁吁,tsih véh ’zaong k‘i’,,接勿上氣,,294,,TRUE
Haleine,sf,Perdre -,上气不接下气，气喘吁吁,haong,h‘aong,吭,,294,,TRUE
*Haler,va,[une barque],用缆绳拖船，拉纤,’la k‘ié’,,拉縴,,294,,TRUE
*Haler,va,[une barque],用缆绳拖船，拉纤,pei’ k‘ié’,,背縴,,294,,TRUE
*Haler,va,- contre le courant,逆着水流拉纤,’la gneh ’se k‘ié’,,拉逆水縴,,294,,TRUE
*Haler,va,"- dans le sens du ,,",顺着水流拉纤,’la zen’ ’se k‘ié’,,拉順水縴,,294,,TRUE
*Haletant,adj,,喘气的，喘息的，气喘吁吁的,’t‘eû k‘i’ véh ’tsé,,㰯氣勿轉,透氣勿轉,294,待定,TRUE
*Haletant,adj,,喘气的，喘息的，气喘吁吁的,haong,h‘aong,吭,,294,,TRUE
*Haleur,sm,,拉纤的人，纤夫,’la k‘ié’ ke’,,拉縴个,,294,,TRUE
*Hallebarde,sf,,戟,kaong ts‘ouo [ih ’pouo],,鋼叉[一把],,294,,TRUE
Haluciné,adj,,有幻觉的；有错觉的,’yeû ’ngè tai deû tai ’nao,,有眼呆頭呆腦,,294,原作“有眼懛頭懛腦”,TRUE
*Halo,sm,solaire,日晕,gnéh yun,gnéh yun’,日暈,,294,待定,TRUE
*Halo,sm,- lunaire,月晕,gneuh yun,gneuh yun’,月暈,,294,,TRUE
*Halte,sf,- ! intej.,立定!停止前进!,lih ih lih,,立一立,,294,,TRUE
*Halte,sf,- ! intej.,立定!停止前进!,ding ih ding,,停一停,,294,,TRUE
*Halte,sf,- ! intej.,立定!停止前进!,’teng ih hiéh!,,等一歇,,294,,TRUE
*Hamac,sm,,吊床,tiao’ zaong,,吊床,,294,,TRUE
*Hameau,sm,,小村庄,ts‘en tsaong (k‘ou),,村莊（窠）,,294,,TRUE
*Hameau,sm,,小村庄,gnen ka ts‘en,,人家村,,294,,TRUE
Hameçon,sm,,钓鱼钩,tiao’ ’tse (keû) [ih tsah],,釣子（鈎）[一隻],,294,,TRUE
*Hampe,sf,[Drapeau],旗杆,keu,,竿,,294,,TRUE
*Hampe,sf,[Lance],（长枪、长矛的）杆，柄,ping’,,柄,,294,,TRUE
*Hanche,sf,,髋，胯骨，髋部，髋关节,yao,,腰,,294,,TRUE
*Hanche,sf,Os de la -,髋骨，胯骨,yao k‘o’,,腰胯,,294,,TRUE
*Hanche,sf,Tenir les mains sur les -s,双手叉腰,’seû ’ts‘ang (ts‘ouo) ’la yao ’li,’seû ts‘ang (ts‘ouo) ’la yao ’li,手撑（叉）拉腰裏,,294,待定,TRUE
*Hanger,sm,,棚，小屋,’ts‘ang,,廠,,294,,TRUE
*Hanger,sm,,棚，小屋,bang,,棚,,294,,TRUE
*Hanneton,sm,,鳃角金龟,maong zong,,蝱虫,,294,保留簡體,TRUE
*Hanneton,sm,,鳃角金龟,kien k‘oh laong,,金蝌螂,金殼郎,294,待定,TRUE
*Hanté,pp,,（鬼怪）经常出没,’yeû ’kiu,,有鬼,,294,,TRUE
*Hanté,pp,Cette maison est -e,这房子闹鬼,kou’ ke’ waong ’tse tsoh koa’ (’yeû ’kiu) ke’,,箇个房子作怪（有鬼）个,,294,,TRUE
*Hanter,va,,经常与…来往,lai ’waong (k‘i’),,來往(去),,294,,TRUE
*Hanter,va,"Dis-moi qui tu hantes, je te dirai qui tu es",从其交友，知其为人,"h‘ao’ gnen ghèh ’h‘ao gnen paong’, k‘ieû gnen ghèh k‘ieû gnen paong","h‘ao’ gnen gèh ’h‘ao gnen paong, k‘ieû gnen gèh k‘ieû gnen paong",好人劼好人帮，恘人劼恘人帮,？,294,保留簡體,TRUE
*Happer,va,Saisir vite,突然抓住，逮住，捉住,ts‘ong’ zah,,㧤着,,294,,TRUE
*Happer,va,",, avec la bouche",（动物）突然咬住，突然啄住,hè méh ze’,,嗛物事,銜物事,294,,TRUE
*Haranguer,va,,致词，作演说，发表讲话；训话,’tsong gnen men zié ’kaong dao’ ’li (’kaong hiang hoh (yah)),tsong’ gnen men zié ’kaong dao’ ’li (’kaong hiang hoh (yah)),衆人門前講道理（講鄉學）（約）,衆人門前講道理（講鄉學）,294,删去“約”字 從格式上看yah為“學”另一讀音,TRUE
*Haras,sm,,种马场,yong ’mô bang,,雄馬棚,,294,,TRUE
*Harassé,pp,,疲乏不堪的，筋疲力尽的,yong’ k‘ong sin se,,用空心思,,294,,TRUE
*Harassé,pp,,疲乏不堪的，筋疲力尽的,sa dou lai,,衰瘏來,,294,,TRUE
*Harassé,pp,,疲乏不堪的，筋疲力尽的,k‘oen’ vèh,,困乏,,294,,TRUE
*Harasser,va,qqn. ,使疲乏不堪，使筋疲力尽,’za gnen k‘oen’ ’tao,,惹人困倒,,294,,TRUE
*Harasser,va,qqn. ,使疲乏不堪，使筋疲力尽,yao’ i ming’,,要伊命,,294,,TRUE
*Harceler,va,les gens,骚扰人，纠缠人,ts‘u(ts‘eu),,催,,295,特殊,TRUE
*Harceler,va,les gens,骚扰人，纠缠人,tséh ’koé lou sou biéh gnen,,只管囉唆别人,,295,,TRUE
*Hardes,sf. pl.,,衣服，衣物,i zaong,,衣裳,,295,,TRUE
*Hardes,sf. pl.,,衣服，衣物,i tsah,,衣着,,295,,TRUE
*Hardi,adj,,有勇气的，大胆的，有胆量的,’tè liang’ ’h‘ao,,胆量好,,295,保留簡體,TRUE
*Hardi,adj,,有勇气的，大胆的，有胆量的,’tè dou’,,膽大,,295,,TRUE
*Hardiesse,sf,,大胆，勇敢，胆量；果断，坚定,dou’ ’tè,,大膽,,295,,TRUE
*Hardiesse,sf,,大胆，勇敢，胆量；果断，坚定,’hia ’tè,,[亻解]胆,？胆,295,待定,TRUE
*Hardiment,adv,,大胆地，勇敢地,’tè dou’ neng,,膽大能,,295,,TRUE
*Hargneux,adj,,,kéh tèh,,合搭,,295,一作“疙瘩”,TRUE
*Hargneux,adj,,,kéh ’li kéh tèh,,合裏合搭,,295,有圈 一作“疙裏疙瘩”,TRUE
*Haricot,sm,,菜豆，四季豆，云豆,deû [ih lih],deû’ [ih lih],豆[一粒],,295,,TRUE
*Haricot,sm,Fromage de -,豆腐,deû ’wou,deû’ ’wou,豆腐,,295,虽然上海话没有分号，但是注音有分号，意义上也是指豆腐。,TRUE
*Haridelle,sf,,瘦马,pih seû’ ’mô,,癟瘦馬,,295,,TRUE
Harmonie,sf,musicale,和声,wou seng yen,,和聲音,,295,,TRUE
Harmonie,sf,Vivre en bonne -,和睦相处,’pei ’ts‘e siang wou,,彼此相和,,295,,TRUE
Harmonie,sf,Vivre en bonne -,和睦相处,wou moh,,和睦,,295,,TRUE
Harmonie,sf,Vivre en bonne -,和睦相处,héh sin héh i’,,合心合意,,295,,TRUE
Harmonie,sf,Bonne - dans toute la famille,全家和睦,zaong’ wou ’ya moh,,上和下睦,,295,,TRUE
Harmonie,sf,Bonne - dans toute la famille,全家和睦,héh ka hoé (wou k‘i’) ,héh ka h‘oé (wou k‘i’) ,闔家歡（和氣）,,295,原作“閤家歡（和氣）”,TRUE
Harmonieux,adj,,音调和谐的；协调的,wou moh,,和睦,,295,这两个词之间是分号，体现不出。,TRUE
Harmonieux,adj,,音调和谐的；协调的,seng yen wou ke’,,聲音和个,,295,,TRUE
harmonium,sm,,风琴，簧风琴,fong ghien [ih tsah],,風琴[一隻],,295,,TRUE
harmonium,sm,Toucher de l'-,弹奏风琴,k‘èh (’tang) fong ghien,,壓（打）風琴,,295,,TRUE
harmoniser,vr,(S'),相协调，相一致,siang deû,,相投,,295,,TRUE
harmoniser,vr,(S'),相协调，相一致,tei’ ke’,,對个,,295,,TRUE
harmoniser,vr,(S'),相协调，相一致,wo’ teh lai ke’,,話得來个,,295,,TRUE
*Harnacher,va,un cheval,给马套上马具,yu’ bei’ ’mô,,預備馬,,295,,TRUE
*Harnacher,va,un cheval,给马套上马具,seû tsoh ’mô laong’ ih ’tsong ke’ ka ’h‘ou,seû tsoh ’mô laong’ ih tsong’ ke’ ka ’h‘ou,收作馬上一總个傢伙,收作馬上一眾个傢伙,295,,TRUE
*Harnais,sm,,马具，鞍辔,’mô t‘ao’,,馬套,,295,,TRUE
*Harpie,sf,Mégère,凶恶的妇人；悍妇，泼妇,p‘éh wou’ ,,潑婦,,295,,TRUE
*Harpie,sf,Mégère,凶恶的妇人；悍妇，泼妇,wang ’gnu gnen,,横女人,,295,,TRUE
*Harpon,sm,,鱼叉,n ts‘ouo (ts‘iang),,魚叉（槍）,,295,,TRUE
*Hasard,sm,,偶然，偶然性,véh ih ding’,,勿一定,,295,,TRUE
*Hasard,sm,Par -. loc. adv,偶然地，不期地，意外地,’ngeû zé,,偶然,,295,这两个词之间是分号，体现不出。,TRUE
*Hasard,sm,Par -. loc. adv,偶然地，不期地，意外地,t‘ih tseng’,,貼正,,295,待定,TRUE
*Hasard,sm,Par un heureux -,碰巧,kiao ’yeng,’kiao yeng’,僥幸,,295,待定 僥聲調,TRUE
*Hasard,sm,Par un heureux -,碰巧,bang’ ’k‘iao,,碰巧,,295,,TRUE
*Hasard,sm,Par un heureux -,碰巧,hèh ’h‘ao,h‘èh ’h‘ao,恰好,,295,,TRUE
*Hasard,sm,Par un heureux -,碰巧,ts‘eû’ ’k‘iao,,凑巧,,295,,TRUE
*Hasard,sm,Par un heureux -,碰巧,zao h‘ouo’,’zao h‘ouo’,造化,,295,,TRUE
*Hasard,sm,Parler au -,信口开河，瞎说一通,wo’ lai yah moh zah ke’,,話來約摸著个,,295,,TRUE
*Hasard,sm,Répondre au -,随口回答,zu ’k‘eû tèh yeng’,,隨口答應,,295,,TRUE
*Hasarder,va,Essayer,尝试，试用,ts‘ong’ ts‘ong’(zaong’ zaong’) k‘eu’  ,,㧤㧤（撞撞）看,蹱蹱（撞撞）看,295,,TRUE
*Hasarder,va,Courir un danger,拿…去冒险；冒险地进行；拿…去碰运气,p‘ing ming’,,拚命,,295,待定,TRUE
*Hasarder,va,Courir un danger,拿…去冒险；冒险地进行；拿…去碰运气,mao’ ’hié,,冒險,,295,,TRUE
*Hâte,sf,En -. loc. adv.,急忙，匆忙，赶快，赶紧,k‘oa’ k‘oa’,,快快,,295,,TRUE
*Hâte,sf,En -. loc. adv.,急忙，匆忙，赶快，赶紧,’keu ’kien,,赶緊,,295,保留簡體,TRUE
*Hâte,sf,En -. loc. adv.,急忙，匆忙，赶快，赶紧,’mô zaong’,,馬上,,295,,TRUE
*Hâte,sf,En -. loc. adv.,急忙，匆忙，赶快，赶紧,lié maong,,連忙,,295,,TRUE
*Hâte,sf,En -. loc. adv.,急忙，匆忙，赶快，赶紧,sôh kiéh,,速急,,295,,TRUE
*Hâte,sf,Avoir -,急于…,zah kiéh (’kien) ,,着急（緊）,,295,,TRUE
*Hâter,va,sa course,加速跑步,bao teh k‘oa’,,跑得快,,295,,TRUE
*Hâter,va,sa course,加速跑步,bao k‘oa’ ’tié,,跑快點,,295,,TRUE
*Hâter,va,sa course,加速跑步,’keu lou’,,赶路,,295,保留簡體,TRUE
*Hâter,va,- des ouvriers,催促工人,ts‘u gnen tsou’ sang wéh,,催人做生活,,296,,TRUE
*Hâter,vr,Se -,赶紧，赶快,tsoh maong,,作忙,,296,,TRUE
*Hâter,vr,Se -,赶紧，赶快,kiéh maong,,急忙,,296,,TRUE
*Hâter,va,Se - d'avertir,赶紧告知,’keu ’kien k‘i’ kao’ sou’,,赶緊去告訴,,296,保留簡體,TRUE
*Hâtif,adj,[Céréales],早生的，早熟的[谷物],zôh teh ’tsao,,熟得早,,296,,TRUE
*Hausser,va,,使增高，加高，提高，抬高,t‘ié’ kao,t‘ié kao,添高,,296,,TRUE
