vocabulary,originalEntry,explanation,example,pinYin,location,place,source,toggle,whichCounty,whichTown
大嘴八气(大嘴八氣),駝子八氣,轻浮不负责任（輕浮不負責任）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
大嘴笃鸽腮(大嘴篤鴿腮),度嘴篤鴿腮,做事不负责任（做事不負責任）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
呆孛弄冲(呆孛弄沖),呆勃聾沖,迟钝（遲鈍）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
带胎(帶胎),帶胎,家畜交配。（家畜交配。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
蛋抄(蛋抄),蛋抄,汤匙。（湯匙。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
当午性(當午性),當午汛,端午节（端午節）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
稻𥡢头(稻𥡢頭),稻失頭,稻穗（稻穗）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
地脚(地腳),地腳,造房子前房屋四边的地基。（造房子前房屋四邊的地基。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
等一歇(等一歇),等一息,等一会（等一會）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
弟新妇(弟新婦),弟媳婦,弟弟的娄子。（弟弟的婁子。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
电光灯(電光燈),電光燈,手电筒（手電筒）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
垫刀布(墊刀布),墊刀布,替罪羊（替罪羊）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
叼嘴(叼嘴),吊嘴,说话口齿不清（說話口齒不清）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
迭能格、伊能格(迭能格、伊能格),迭能格、伊能格,这样、那样（這樣、那樣）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
迭栖(迭棲),迭棲,现在（現在）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
迭抢(迭搶),迭搶,这段时间（這段時間）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
叮(叮),叮,痒（癢）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
疔(疔),疔,痒。（癢。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
定头货(定頭貨),定頭貨,性情固执的人（性情固執的人）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
斗牌(鬥牌),鬥牌,玩牌（玩牌）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
独吊吊(獨吊吊),獨吊吊,孤单状（孤單狀）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
杜杜(杜杜),杜杜,姑母（姑母）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
杜花头(杜花頭),杜花頭,善用计谋的人（善用計謀的人）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
度度(度度),度度,姑母（比父亲大）。（姑母（比父親大）。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
对日莲子(對日蓮子),對聶蓮子,向日葵（向日葵）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
驐牛(驐牛),墩牛,阉割过的公牛。（閹割過的公牛。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
额脱(額脫),額脫,折断。（折斷。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
轭头(軛頭),軛頭,架在牛颈上的倒A字形。（架在牛頸上的倒A字形。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
恶衲(惡衲),污納,尿布、屎布（尿布、屎布）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
恶势促掐(惡勢促掐),惡勢促卡,刁钻（刁鑽）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
恶形恶状(惡形惡狀),惡形惡狀,可恶（可惡）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
儿子(兒子),伲子,儿子（兒子）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
发冷头(發冷頭),發冷頭,寒潮来临（寒潮來臨）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
翻泥拔头(翻泥拔頭),翻泥拔頭,种田（種田）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
翻絮壁(翻絮壁),翻絮壁,用芦头编成作墙壁用。（用蘆頭編成作牆壁用。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
犯关(犯關),犯關,遇到麻烦（遇到麻煩）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
风潮(風潮),風潮,台风（颱風）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
风打车(風打車),風打車,用蓬布利用风力带动水车，用于水稻地灌水。（用蓬布利用風力帶動水車，用於水稻地灌水。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
风打车(風打車),風打車,用风力带动水车，引水灌田。（用風力帶動水車，引水灌田。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
风糕(風糕),風糕,发糕。（發糕。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
夫夫(夫夫),夫夫,姑夫、姨夫， （姑夫、姨夫，）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
伏日旺(伏日旺),捕聶旺,晒太阳（曬太陽）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
浮搭搭(浮搭搭),浮搭搭,不用心状（不用心狀）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
附头(附頭),和頭,莱肴中的副料（萊肴中的副料）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
该里该壁(該裏該壁),該裏該壁,不想千活。（不想千活。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
赶水(趕水),趕水,用牛力拖动水车，引水灌田（用牛力拖動水車，引水灌田）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
干几几(乾幾幾),幹幾幾,干燥（乾燥）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
高鲜(高鮮),高鮮,指捉鱼龙头网。（指捉魚龍頭網。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
告劳(告勞),告勞,所以（所以）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
告淘(告淘),告淘,结伴（結伴）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
疙嘴(疙嘴),疙嘴,口吃（口吃）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
格在(格在),格在,现在（現在）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
隔壁头人家(隔壁頭人家),隔壁頭人家,邻居。（鄰居。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
隔日子(隔日子),隔聶子,前天（前天）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
个末(個末),個末,那么（那麼）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
梗转(梗轉),更轉,翻过来（翻過來）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
供碗(供碗),公碗,大小中等的碗（大小中等的碗）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
勾勒(勾勒),勾勒,办事精干（辦事精幹）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
狗瘪(狗癟),狗癟,小气。（小氣。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
狗皮倒糟(狗皮倒糟),狗皮倒糟,吝啬（吝嗇）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
牯牛(牯牛),牯牛,公牛。（公牛。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
怪头怪脑(怪頭怪腦),怪頭怪腦,形容脾气古怪或神经不正常。（形容脾氣古怪或神經不正常。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
惯势(慣勢),慣世,习惯（習慣）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
胱(胱),胱(guang),肿（腫）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
鬼阵头风(鬼陣頭風),主陣頭風,旋风（旋風）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
滚水(滾水),禿水、滾水,开水（開水）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
过房儿子(過房兒子),過房伲子,干儿子（乾兒子）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
过寄爷娘(過寄爺娘),過寄爺娘,干父母（乾父母）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
过意勿去(過意勿去),過意不去,对不起。（對不起。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
蛤蟆痧(蛤蟆痧),哈麻痧,霍乱（霍亂）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
海潮发涨(海潮發漲),海潮發漲,大涨潮（大漲潮）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
海潮发涨(海潮發漲),海潮發漲, 涨潮，潮大的意思。（漲潮，潮大的意思。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
海威(海威),海會,许多（許多）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
海威(海威),海威,很多。（很多。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
寒场里(寒場裏),寒場裏,冬天（冬天）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
杭勿落(杭勿落),航勿落、上勿床,身体不适、生病（身體不適、生病）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
航公道(航公道),昂公道,打赌（打賭）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
豪𢜶头(豪𢜶頭),豪掃頭,急性子的人（急性子的人）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
好白话(好白話),好白話,容易沟通（容易溝通）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
好户头(好戶頭),好和頭,有老好人之意（有老好人之意）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
好口彩(好口彩),好口彩,讲好话。（講好話。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
好呒搭搭(好嘸搭搭),好姆搭搭,突然间（突然間）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
好日(好日),好日（音熱）,结婚。（結婚。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
荷叶车(荷葉車),荷葉車,用牛拖的车，上面没有车棚，用于水稻地灌水。（用牛拖的車，上面沒有車棚，用於水稻地灌水。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
黑云耳(黑雲耳),黑雲泥,黑木耳（黑木耳）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
横刀(橫刀),橫刀,镰刀（鐮刀）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
后日点(後日點),後聶底,后天（後天）,[暂无],gheu gniq ti(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
后生家(後生家),後生家,青年人（青年人）,[暂无],gheu san ka(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
后头枕(後頭枕),後頭枕,后脑勺（後腦勺）,[暂无],gheu deu tsen(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
呼汤喝水(呼湯喝水),呼湯喝水,吃相凶（吃相凶）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
胡吆(胡吆),胡搖,喧哗、吵闹（喧嘩、吵鬧）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
虎头虎蹱(虎頭虎蹱),虎頭虎沖,冒失（冒失）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
户荡(戶蕩),戶蕩,地方（地方）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
花延痒(花延癢),花延癢,故意瘙痒（故意瘙癢）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
花嘴花脸(花嘴花臉),花嘴花臉,花言巧语（花言巧語）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
划地(劃地),劃田,平整水田（平整水田）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
画章(畫章),畫章,图画（圖畫）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
话好日(話好日),話好日,定结婚的日子。（定結婚的日子。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
话两声(話兩聲),話兩聲,讲几句话。（講幾句話。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
话勿出(話勿出),話勿出,说不定（說不定）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
黄牛肩胛(黃牛肩胛),黃牛肩胛, 办事不负责任（辦事不負責任）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
回头(回頭),回頭,告诉（告訴）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
晦(晦),晦,喂（叫人）。（喂（叫人）。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
昏头搭脑(昏頭搭腦),昏頭搭腦,神志不清（神志不清）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
活里活络(活里活絡),活裏活落,模棱两可（模棱兩可）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
活灵星(活靈星),活靈星,跑来跑去不停的人（跑來跑去不停的人）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
漷汤漷水(漷湯漷水),郭湯郭水,汤水溢出状（湯水溢出狀）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
矆睒(矆睒),霍西、金綫路,闪电（閃電）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
镬肚(鑊肚),鑊肚,火门。（火門。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
镬糟水(鑊糟水),鑊糟水,刷锅水。（刷鍋水。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
讥麻陆诼(譏麻陸諑),雞毛碌囑,人声嘈杂（人聲嘈雜）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
极答(極答),極答,此地。（此地。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
